Title_German,Title_English,Sentence,FS_Valenz,FS_Arousal
Das Meerhaeschen,The Rabbit,"Er erzählte ihr niemals wohin er sich zum drittenmal versteckt und wer ihm geholfen hatte, und so glaubte sie, er habe alles aus eigener Kunst getan, und hatte Achtung vor ihm, denn sie dachte bei sich „der kann doch mehr als du!“",1.0,2.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Es war einmal ein Mann, der hatte eine große Reise vor, und beim Abschied fragte er seine drei Töchter was er ihnen mitbringen sollte.",1.0,2.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Da wollte die älteste Perlen, die zweite wollte Diamanten, die dritte aber sprach „lieber Vater, ich wünsche mir ein singendes springendes Löweneckerchen (Lerche).“",1.0,2.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Der Vater sagte „ja, wenn ich es kriegen kann, sollst du es haben,“ küsste alle drei und zog fort.",1.0,2.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Als nun die Zeit kam, dass er wieder auf dem Heimweg war, so hatte er Perlen und Diamanten für die zwei ältesten gekauft, aber das singende springende Löweneckerchen für die jüngste hatte er umsonst aller Orten gesucht, und das tat ihm leid, denn sie war sein liebstes Kind.",2.0,1.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Da führte ihn der Weg durch einen Wald, und mitten darin war ein prächtiges Schloss, und nah am Schloss stand ein Baum, ganz oben auf der Spitze des Baums aber sah er ein Löweneckerchen singen und springen.",2.0,3.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","„Ei, du kommst mir gerade recht“ sagte er ganz vergnügt und rief seinem Diener, er sollte hinauf steigen und das Tierchen fangen.",1.5,3.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Wie er aber zu dem Baum trat, sprang ein Löwe darunter auf, schüttelte sich und brüllte, dass das Laub an den Bäumen zitterte.",-2.0,4.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","„Wer mir mein singendes springendes Löweneckerchen stehlen will,“ rief er, „den fresse ich auf.“",-1.5,3.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Da sagte der Mann „ich habe nicht gewusst, dass der Vogel dir gehört: ich will mein Unrecht wieder gut machen, und mich mit schwerem Golde loskaufen, laß mir nur das Leben.“",1.5,4.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Der Löwe sprach „dich kann nichts retten, als wenn du mir zu eigen versprichst, was dir daheim zuerst begegnet; willst du das aber tun, so schenke ich dir das Leben und den Vogel für deine Tochter obendrein.“",1.0,4.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Der Mann aber weigerte sich und sprach „das könnte meine jüngste Tochter sein, die hat mich am liebsten und läuft mir immer entgegen, wenn ich nach Haus komme.“",0.0,1.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Dem Diener aber war angst und er sagte „muss euch denn gerade eure Tochter begegnen, es könnte ja auch eine Katze oder ein Hund sein.“",-1.5,3.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Da ließ sich der Mann überreden, nahm das singende springende Löweneckerchen und versprach dem Löwen zu eigen was ihm daheim zuerst begegnen würde.",0.0,2.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Wie er daheim anlangte und in sein Haus eintrat, war das erste, was ihm begegnete, niemand anders als seine jüngste liebste Tochter: die kam gelaufen, küsste und herzte ihn, und als sie sah, dass er ein singendes springendes Löweneckerchen mitgebracht hatte, war sie außer sich vor Freude.",2.0,4.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Der Vater aber konnte sich nicht freuen, sondern fing an zu weinen und sagte „mein liebstes Kind, den kleinen Vogel habe ich teuer gekauft, ich habe dich dafür einem wilden Löwen versprechen müssen, und wenn er dich hat, wird er dich zerreißen und fressen,“ und erzählte ihr da alles, wie es zugegangen war, und bat sie nicht hin zu gehen, es möchte auch kommen was da wollte.",-2.0,2.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Sie tröstete ihn aber und sprach „liebster Vater, was ihr versprochen habt muss auch gehalten werden: ich will hingehen und will den Löwen schon besänftigen, dass ich wieder gesund zu euch komme.“",2.0,3.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Am andern Morgen ließ sie sich den Weg zeigen, nahm Abschied und ging getrost in den Wald hinein.",1.0,2.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Der Löwe aber war ein verzauberter Königssohn, und war bei Tag ein Löwe, und mit ihm wurden alle seine Leute Löwen, in der Nacht aber hatten sie ihre natürliche menschliche Gestalt.",0.0,2.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark",Bei ihrer Ankunft ward sie freundlich empfangen und in das Schloss geführt.,1.0,2.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Als die Nacht kam, war er ein schöner Mann und die Hochzeit ward mit Pracht gefeiert.",2.0,3.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Sie lebten vergnügt mit einander, wachten in der Nacht und schliefen am Tag.",2.0,1.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Zu einer Zeit kam er und sagte „morgen ist ein Fest in deines Vaters Haus, weil deine älteste Schwester sich verheiratet, und wenn du Lust hast hinzugehen, so sollen dich meine Löwen hinführen.“",1.0,2.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Da sagte sie ja, sie möchte gern ihren Vater wiedersehen, fuhr hin und ward von den Löwen begleitet.",2.0,3.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Da war große Freude, als sie ankam, denn sie hatten alle geglaubt sie wäre von dem Löwen zerrissen worden und schon lange nicht mehr am Leben.",2.0,3.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Sie erzählte aber was sie für einen schönen Mann hätte und wie gut es ihr ginge, und blieb bei ihnen so lang die Hochzeit dauerte, dann fuhr sie wieder zurück in den Wald.",1.5,2.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Wie die zweite Tochter heiratete und sie wieder zur Hochzeit eingeladen war, sprach sie zum Löwen „diesmal will ich nicht allein sein, du musst mitgehen.“",1.0,2.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Der Löwe aber sagte das wäre zu gefährlich für ihn, denn wenn dort der Strahl eines brennenden Lichts ihn berührte, so würde er in eine Taube verwandelt, und müsste sieben Jahre lang mit den Tauben fliegen.",-1.0,2.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","„Ach,“ sagte sie, „geh nur mit mir: ich will dich schon hüten und vor allem Licht bewahren.“",1.5,1.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark",Also zogen sie zusammen und nahmen auch ihr kleines Kind mit.,0.0,1.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Sie ließ dort einen Saal mauern, so stark und dick dass kein Strahl durchdringen konnte, darin sollt er sitzen, wann die Hochzeitslichter angesteckt würden.",-1.5,3.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Die Tür aber war von frischem Holz gemacht, das sprang und bekam einen kleinen Ritz, den kein Mensch bemerkte.",0.0,2.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Nun ward die Hochzeit mit Pracht gefeiert, wie aber der Zug aus der Kirche zurückkam mit den vielen Fackeln und Lichtern an dem Saal vorbei, da fiel ein haarbreiter Strahl auf den Königssohn, und wie dieser Strahl ihn berührt hatte, in dem Augenblick war er auch verwandelt, und als sie hineinkam und ihn suchte, sah sie ihn nicht, aber es saß da eine weiße Taube.",1.5,3.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Die Taube sprach zu ihr „sieben Jahr muss ich in die Welt fortfliegen: alle sieben Schritte aber will ich einen roten Blutstropfen und eine weiße Feder fallen lassen, die sollen dir den Weg zeigen, und wenn du der Spur folgst, kannst du mich erlösen.“",0.0,3.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Da flog die Taube zur Tür hinaus, und sie folgte ihr nach, und alle sieben Schritte fiel ein rotes Blutströpfchen und ein weißes Federchen herab und zeigte ihr den Weg.",0.5,3.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","So ging sie immer zu in die weite Welt hinein, und schaute nicht um sich und ruhte sich nicht, und waren fast die sieben Jahre herum: da freute sie sich und meinte sie wären bald erlöst, und war noch so weit davon.",0.0,2.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Einmal, als sie so fortging, fiel kein Federchen mehr und auch kein rotes Blutströpfchen, und als sie die Augen aufschlug, so war die Taube verschwunden.",0.0,3.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Und weil sie dachte „Menschen können dir da nicht helfen,“ so stieg sie zur Sonne hinauf und sagte zu ihr „du scheinst in alle Ritzen und über alle Spitzen, hast du keine weiße Taube fliegen sehen?“",0.5,2.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","„ Nein,“ sagte die Sonne, „ich habe keine gesehen, aber da schenk ich dir ein Kästchen, das mach auf, wenn du in großer Not bist.“",1.0,2.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Da dankte sie der Sonne und ging weiter bis es Abend war, und der Mond schien, da fragte sie ihn „du scheinst ja die ganze Nacht und durch alle Felder und Wälder, hast du keine weiße Taube fliegen sehen?“",0.0,1.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","„Nein,“ sagte der Mond, „ich habe keine gesehen, aber da schenk ich dir ein Ei, das zerbrich wenn du in großer Not bist.“",1.5,1.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Da dankte sie dem Mond, und ging weiter, bis der Nachtwind heran kam und sie anblies: da sprach sie zu ihm „du wehst ja über alle Bäume und unter allen Blättern weg, hast du keine weiße Taube fliegen sehen?“",0.5,2.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","„Nein,“ sagte der Nachtwind, „ich habe keine gesehen, aber ich will die drei andern Winde fragen, die haben sie vielleicht gesehen.“",0.0,2.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Der Ostwind und der Westwind kamen und hatten nichts gesehen, der Südwind aber sprach „die weiße Taube habe ich gesehen, sie ist zum roten Meer geflogen, da ist sie wieder ein Löwe geworden, denn die sieben Jahre sind herum, und der Löwe steht dort im Kampf mit einem Lindwurm, der Lindwurm ist aber eine verzauberte Königstochter.“",0.0,3.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Da sagte der Nachtwind zu ihr „ich will dir Rat geben, geh zum roten Meer, am rechten Ufer da stehen große Ruten, die zähle, und die eilfte schneid dir ab, und schlag den Lindwurm damit, dann kann ihn der Löwe bezwingen, und beide bekommen auch ihren menschlichen Leib wieder.",1.0,3.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Hernach schau dich um, und du wirst den Vogel Greif sehen, der am roten Meer sitzt, schwing dich mit deinem Liebsten auf seinen Rücken: der Vogel wird euch übers Meer nach Haus tragen.",2.0,3.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Da hast du auch eine Nuss, wenn du mitten über dem Meere bist, laß sie herab fallen, alsbald wird sie aufgehen, und ein großer Nussbaum wird aus dem Wasser hervor wachsen, auf dem sich der Greif ausruht: und könnte er nicht ruhen, so wäre er nicht stark genug euch hinüber zu tragen: und wenn du vergisst die Nuss herab zu werfen, so läßt er euch ins Meer fallen.“",0.5,3.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark",Da ging sie hin und fand alles wie der Nachtwind gesagt hatte.,0.0,2.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Sie zählte die Ruten am Meer und schnitt die eilfte ab, damit schlug sie den Lindwurm, und der Löwe bezwang ihn: alsbald hatten beide ihren menschlichen Leib wieder.",1.0,3.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Aber wie die Königstochter, die vorher ein Lindwurm gewesen war, vom Zauber frei war, nahm sie den Jüngling in den Arm, setzte sich auf den Vogel Greif, und führte ihn mit sich fort.",2.0,3.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Da stand die arme weitgewanderte, und war wieder verlassen, und setzte sich nieder und weinte.",-2.0,3.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Endlich aber ermutigte sie sich und sprach „ich will noch so weit gehen als der Wind weht und so lange als der Hahn kräht, bis ich ihn finde.“",2.0,2.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Und ging fort, lange lange Wege, bis sie endlich zu dem Schloss kam, wo beide zusammen lebten: da hörte sie dass bald ein Fest wäre, wo sie Hochzeit mit einander machen wollten.",2.0,2.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Sie sprach aber „Gott hilft mir noch,“ und öffnete das Kästchen, das ihr die Sonne gegeben hatte, da lag ein Kleid darin, so glänzend wie die Sonne selber.",2.5,3.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Da nahm sie es heraus und zog es an und ging hinauf in das Schloss, und alle Leute, und die Braut selber, sahen sie mit Verwunderung an; und das Kleid gefiel der Braut so gut, dass sie dachte es könnte ihr Hochzeitskleid geben, und fragte ob es nicht feil wäre.",1.5,2.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","„Nicht für Geld und Gut,“ antwortete sie, „aber für Fleisch und Blut.“",0.0,2.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark",Die Braut fragte was sie damit meinte.,-0.5,2.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Da sagte sie „lasst mich eine Nacht in der Kammer schlafen, wo der Bräutigam schläft.“",0.0,2.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Die Braut wollte nicht, und wollte doch gerne das Kleid haben, endlich willigte sie ein, aber der Kammerdiener musste dem Königssohn einen Schlaftrunk geben.",-2.0,3.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Als es nun Nacht war und der Jüngling schon schlief, ward sie in die Kammer geführt.",0.0,2.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Da setzte sie sich ans Bett und sagte „ich bin dir nachgefolgt sieben Jahre, bin bei Sonne und Mond und bei den vier Winden gewesen, und habe nach dir gefragt, und habe dir geholfen gegen den Lindwurm, willst du mich denn ganz vergessen?“",-1.5,2.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Der Königssohn aber schlief so hart, dass es ihm nur vorkam als rauschte der Wind draußen in den Tannenbäumen.",0.0,1.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Wie nun der Morgen anbrach, da ward sie wieder hinausgeführt und musste das goldene Kleid hingeben.",-1.0,1.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Und als auch das nichts geholfen hatte, ward sie traurig, ging hinaus auf eine Wiese, setzte sich da hin und weinte.",-2.0,3.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Und wie sie so saß, da fiel ihr das Ei noch ein, das ihr der Mond gegeben hatte: sie schlug es auf, da kam eine Glucke heraus mit zwölf Küchlein ganz von Gold, die liefen herum und piepten und krochen der Alten wieder unter die Flügel, so dass nichts schöneres auf der Welt zu sehen war.",2.0,3.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Da stand sie auf, trieb sie auf der Wiese vor sich her, so lange bis die Braut aus dem Fenster sah, und da gefielen ihr die kleinen Küchlein so gut, dass sie gleich herab kam und fragte ob sie nicht feil wären?",1.0,2.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","„Nicht für Geld und Gut, aber für Fleisch und Blut; lasst mich noch eine Nacht in der Kammer schlafen, wo der Bräutigam schläft.“",-0.5,3.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Die Braut sagte „ja,“ und wollte sie betrügen wie am vorigen Abend.",-2.0,4.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Als aber der Königssohn zu Bett ging, fragte er seinen Kammerdiener was das Murmeln und Rauschen in der Nacht gewesen sei.",0.0,1.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Da erzählte der Kammerdiener alles, dass er ihm einen Schlaftrunk hätte geben müssen, weil ein armes Mädchen heimlich in der Kammer geschlafen hätte, und heute Nacht sollte er ihm wieder einen geben.",-0.5,3.5
Das singende springende Loeweneckerchen,"The Singing, Springing Lark",Sagte der Königssohn „gieß den Trank neben das Bett aus.“,-0.5,3.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Zur Nacht wurde sie wieder hereingeführt, und als sie anfing zu erzählen wie es ihr traurig ergangen wäre, da erkannte er gleich an der Stimme seine liebe Gemahlin, sprang auf und rief „jetzt bin ich erst recht erlöst, mir ist gewesen wie in einem Traum, denn die fremde Königstochter hatte mich bezaubert, dass ich dich vergessen musste, aber Gott hat noch zu rechter Stunde die Betörung von mir genommen.“",2.0,3.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Da gingen sie beide in der Nacht heimlich aus dem Schloss, denn sie fürchteten sich vor dem Vater der Königstochter, der ein Zauberer war, und setzten sich auf den Vogel Greif, der trug sie über das rote Meer, und als sie in der Mitte waren, ließ sie die Nuss fallen.",0.0,4.0
Das singende springende Loeweneckerchen,"The Singing, Springing Lark","Alsbald wuchs ein großer Nussbaum, darauf ruhte sich der Vogel, und dann führte er sie nach Haus, wo sie ihr Kind fanden, das war groß und schön geworden, und sie lebten von nun an vergnügt bis an ihr Ende.",2.0,1.0
Das Waldhaus,The Hut in the Woods,Ein armer Holzhauer lebte mit seiner Frau und drei Töchtern in einer kleinen Hütte an dem Rande eines einsamen Waldes.,0.0,1.0
Das Waldhaus,The Hut in the Woods,"Eines Morgens, als er wieder an seine Arbeit wollte, sagte er zu seiner Frau, „laß mir mein Mittagsbrot von dem ältesten Mädchen hinaus in den Wald bringen, ich werde sonst nicht fertig.",0.0,2.0
Das Waldhaus,The Hut in the Woods,"Und damit es sich nicht verirrt,“ setzte er hinzu, „so will ich einen Beutel mit Hirsen mitnehmen und die Körner auf den Weg streuen.“",0.5,2.5
Das Waldhaus,The Hut in the Woods,"Als nun die Sonne mitten über dem Walde stand, machte sich das Mädchen mit einem Topf voll Suppe auf den Weg.",0.5,3.0
Das Waldhaus,The Hut in the Woods,"Aber die Feld- und Waldsperlinge, die Lerchen und Finken, Amseln und Zeisige hatten den Hirsen schon längst aufgepickt, und das Mädchen konnte die Spur nicht finden.",-1.0,2.5
Das Waldhaus,The Hut in the Woods,"Da ging es auf gut Glück immer fort, bis die Sonne sank und die Nacht einbrach.",0.0,2.0
Das Waldhaus,The Hut in the Woods,"Die Bäume rauschten in der Dunkelheit, die Eulen schnarrten, und es fing an ihm angst zu werden.",-2.0,4.0
Das Waldhaus,The Hut in the Woods,"Da erblickte es in der Ferne ein Licht, das zwischen den Bäumen blinkte.",1.0,3.0
Das Waldhaus,The Hut in the Woods,"„Dort sollten wohl Leute wohnen,“ dachte es, „die mich über Nacht behalten,“ und ging auf das Licht zu.",0.5,2.5
Das Waldhaus,The Hut in the Woods,"Nicht lange so kam es an ein Haus, dessen Fenster erleuchtet waren.",0.0,2.0
Das Waldhaus,The Hut in the Woods,"Es klopfte an, und eine rauhe Stimme rief von innen „herein.“",0.0,2.5
Das Waldhaus,The Hut in the Woods,"Das Mädchen trat auf die dunkle Diele, und pochte an der Stubentür.",0.0,2.0
Das Waldhaus,The Hut in the Woods,"„Nur herein“ rief die Stimme, und als es öffnete, saß da ein alter eisgrauer Mann an dem Tisch, hatte das Gesicht auf die beiden Hände gestützt, und sein weißer Bart floß über den Tisch herab fast bis auf die Erde.",-0.5,1.5
Das Waldhaus,The Hut in the Woods,"Am Ofen aber lagen drei Tiere, ein Hühnchen, ein Hähnchen und eine buntgescheckte Kuh.",0.0,1.0
Das Waldhaus,The Hut in the Woods,Das Mädchen erzählte dem Alten sein Schicksal und bat um ein Nachtlager.,0.5,1.0
Das Waldhaus,The Hut in the Woods,"Der Mann sprach  „schön Hühnchen, schön Hähnchen, und du schöne bunte Kuh, was sagst du dazu?“",1.0,3.0
Das Waldhaus,The Hut in the Woods,"„duks!“ antworteten die Tiere: und das musste wohl heißen „wir sind es zufrieden,“ denn der Alte sprach weiter „hier ist Hülle und Fülle, geh hinaus an den Herd und koch uns ein Abendessen.“",1.5,2.0
Das Waldhaus,The Hut in the Woods,"Das Mädchen fand in der Küche Überfluss an allem und kochte eine gute Speise, aber an die Tiere dachte es nicht.",-1.5,2.5
Das Waldhaus,The Hut in the Woods,"Es trug die volle Schüssel auf den Tisch, setzte sich zu dem grauen Mann, aß und stillte seinen Hunger.",1.0,2.5
Das Waldhaus,The Hut in the Woods,"Als es satt war, sprach es „aber jetzt bin ich müde, wo ist ein Bett, in das ich mich legen und schlafen kann?“",0.0,2.5
Das Waldhaus,The Hut in the Woods,"Die Tiere antworteten  „du hast mit ihm gegessen, du hast mit ihm getrunken, du hast an uns gar nicht gedacht, nun sieh auch wo du bleibst die Nacht.“",-1.5,3.5
Das Waldhaus,The Hut in the Woods,"Da sprach der Alte „steig nur die Treppe hinauf, so wirst du eine Kammer mit zwei Betten finden, schüttle sie auf und decke sie mit weißem Linnen, so will ich auch kommen und mich schlafen legen.“",1.0,2.0
Das Waldhaus,The Hut in the Woods,"Das Mädchen stieg hinauf, und als es die Betten geschüttelt und frisch gedeckt hatte, legte es sich in das eine, ohne weiter auf den Alten zu warten.",0.0,2.0
Das Waldhaus,The Hut in the Woods,"Nach einiger Zeit aber kam der graue Mann, beleuchtete das Mädchen mit dem Licht und schüttelte mit dem Kopf.",-1.0,3.0
Das Waldhaus,The Hut in the Woods,"Und als er sah dass es fest eingeschlafen war, öffnete er eine Falltüre und ließ es in den Keller sinken.",-2.0,4.0
Das Waldhaus,The Hut in the Woods,"Der Holzhauer kam am späten Abend nach Haus und machte seiner Frau Vorwürfe, dass sie ihn den ganzen Tag habe hungern lassen.",-1.5,2.5
Das Waldhaus,The Hut in the Woods,"„Ich habe keine Schuld“ antwortete sie, „das Mädchen ist mit dem Mittagsessen hinausgegangen, es muss sich verirrt haben: morgen wird es schon wiederkommen.“",0.0,1.0
Das Waldhaus,The Hut in the Woods,"Vor Tag aber stand der Holzhauer auf, wollte in den Wald und verlangte die zweite Tochter sollte ihm diesmal das Essen bringen.",0.5,3.0
Das Waldhaus,The Hut in the Woods,"„Ich will einen Beutel mit Linsen mitnehmen,“ sagte er, „die Körner sind größer als Hirsen, das Mädchen wird sie besser sehen und kann den Weg nicht verfehlen.“",1.0,1.5
Das Waldhaus,The Hut in the Woods,"Zur Mittagszeit trug auch das Mädchen die Speise hinaus, aber die Linsen waren verschwunden: die Waldvögel hatten sie, wie am vorigen Tag, aufgepickt und keine übrig gelassen.",-1.5,2.5
Das Waldhaus,The Hut in the Woods,"Das Mädchen irrte im Walde umher bis es Nacht ward, da kam es ebenfalls zu dem Haus des Alten, ward hereingerufen, und bat um Speise und Nachtlager.",0.5,2.0
Das Waldhaus,The Hut in the Woods,"Der Mann mit dem weißen Barte fragte wieder die Tiere  „schön Hühnchen, schön Hähnchen, und du schöne bunte Kuh, was sagst du dazu?“",1.0,2.0
Das Waldhaus,The Hut in the Woods,"Die Tiere antworteten abermals „duks,“ und es geschah alles wie am vorigen Tag.",0.0,2.0
Das Waldhaus,The Hut in the Woods,"Das Mädchen kochte eine gute Speise, aß und trank mit dem Alten und kümmerte sich nicht um die Tiere.",1.0,2.0
Das Waldhaus,The Hut in the Woods,"Und als es sich nach seinem Nachtlager erkundigte, antworteten sie  „du hast mit ihm gegessen, du hast mit ihm getrunken, du hast an uns gar nicht gedacht, nun sieh auch wo du bleibst die Nacht.“",-2.0,3.5
Das Waldhaus,The Hut in the Woods,"Als es eingeschlafen war, kam der Alte, betrachtete es mit Kopfschütteln und ließ es in den Keller hinab.",-1.0,2.0
Das Waldhaus,The Hut in the Woods,"Am dritten Morgen sprach der Holzhacker zu seiner Frau „schicke mir heute unser jüngstes Kind mit dem Essen hinaus, das ist immer gut und gehorsam gewesen, das wird auf dem rechten Weg bleiben und nicht wie seine Schwestern, die wilden Hummeln, herum schwärmen.“",1.0,1.0
Das Waldhaus,The Hut in the Woods,Die Mutter wollte nicht und sprach „soll ich mein liebstes Kind auch noch verlieren?“,-2.0,2.0
Das Waldhaus,The Hut in the Woods,"„Sei ohne Sorge,“ antwortete er, „das Mädchen verirrt sich nicht, es ist zu klug und verständig; zum Überfluss will ich Erbsen mitnehmen, und ausstreuen, die sind noch größer als Linsen und werden ihm den Weg zeigen.“",1.5,2.0
Das Waldhaus,The Hut in the Woods,"Aber als das Mädchen mit dem Korb am Arm hinaus kam, so hatten die Waldtauben die Erbsen schon im Kropf, und es wusste nicht wohin es sich wenden sollte.",-0.5,2.5
Das Waldhaus,The Hut in the Woods,"Es war voll Sorgen und dachte beständig daran wie der arme Vater hungern und die gute Mutter jammern würde, wenn es ausbliebe.",-2.0,2.5
Das Waldhaus,The Hut in the Woods,"Endlich als es finster ward, erblickte es das Lichtchen und kam an das Waldhaus.",1.0,2.0
Das Waldhaus,The Hut in the Woods,"Es bat ganz freundlich sie möchten es über Nacht beherbergen, und der Mann mit dem weißen Bart fragte wieder seine Tiere  „schön Hühnchen, schön Hähnchen, und du schöne bunte Kuh, was sagst du dazu?“",1.0,2.5
Das Waldhaus,The Hut in the Woods,„duks“ sagten sie.,-1.0,1.0
Das Waldhaus,The Hut in the Woods,"Da trat das Mädchen an den Ofen, wo die Tiere lagen, und liebkoste Hühnchen und Hähnchen, indem es mit der Hand über die glatten Federn hinstrich, und die bunte Kuh kraute es zwischen den Hörnern.",2.0,2.5
Das Waldhaus,The Hut in the Woods,"Und als es auf Geheiss des Alten eine gute Suppe bereitet hatte und die Schüssel auf dem Tisch stand, so sprach es „soll ich mich sättigen und die guten Tiere sollen nichts haben?",-1.5,2.0
Das Waldhaus,The Hut in the Woods,"Draußen ist die Hülle und Fülle, erst will ich für sie sorgen.“",1.5,2.5
Das Waldhaus,The Hut in the Woods,"Da ging es, holte Gerste und streute sie dem Hühnchen und Hähnchen vor, und brachte der Kuh wohlriechendes Heu einen ganzen Arm voll.",1.0,2.0
Das Waldhaus,The Hut in the Woods,"„Laßts euch schmecken, ihr lieben Tiere,“ sagte es, „und wenn ihr durstig seid, sollt ihr auch einen frischen Trunk haben.“",2.0,2.5
Das Waldhaus,The Hut in the Woods,"Dann trug es einen Eimer voll Wasser herein, und Hühnchen und Hähnchen sprangen auf den Rand, steckten den Schnabel hinein und hielten den Kopf dann in die Höhe wie die Vögel trinken, und die bunte Kuh tat auch einen herzhaften Zug.",1.0,3.5
Das Waldhaus,The Hut in the Woods,"Als die Tiere gefüttert waren, setzte sich das Mädchen zu dem Alten an den Tisch und aß was er ihm übrig gelassen hatte.",1.0,2.0
Das Waldhaus,The Hut in the Woods,"Nicht lange so fing Hühnchen und Hähnchen an das Köpfchen zwischen die Flügel zu stecken, und die bunte Kuh blinzelte mit den Augen.",0.0,2.5
Das Waldhaus,The Hut in the Woods,Da sprach das Mädchen „sollen wir uns nicht zur Ruhe begeben?,0.5,1.5
Das Waldhaus,The Hut in the Woods,"schön Hühnchen, schön Hähnchen, und du schöne bunte Kuh, was sagst du dazu?“",1.0,2.0
Das Waldhaus,The Hut in the Woods,"Die Tiere antworteten „duks,  du hast mit uns gegessen, du hast mit uns getrunken, du hast uns alle wohl bedacht, wir wünschen dir eine gute Nacht.“",1.0,1.0
Das Waldhaus,The Hut in the Woods,"Da ging das Mädchen die Treppe hinauf, schüttelte die Federkissen und deckte frisches Linnen auf, und als es fertig war, kam der Alte und legte sich in das eine Bett, und sein weißer Bart reichte ihm bis an die Füße.",0.0,2.0
Das Waldhaus,The Hut in the Woods,"Das Mädchen legte sich in das andere, tat sein Gebet und schlief ein.",0.0,2.0
Das Waldhaus,The Hut in the Woods,"Es schlief ruhig bis Mitternacht, da ward es so unruhig in dem Hause, dass das Mädchen erwachte.",-0.5,3.5
